id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
6504,8466,Southampton,2011-02-22,52.0,37.0,48.0,49.0,47.0,43.0,43.0,48.0
6504,8466,Southampton,2012-02-22,47.0,52.0,54.0,56.0,60.0,48.0,52.0,44.0
6504,8466,Southampton,2013-09-20,47.0,38.0,52.0,56.0,58.0,57.0,63.0,44.0
6504,8466,Southampton,2014-09-19,47.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0
6504,8466,Southampton,2015-09-10,52.0,46.0,42.0,54.0,30.0,50.0,65.0,44.0
6509,9798,Reading,2010-02-22,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0
6509,9798,Reading,2011-02-22,49.0,36.0,57.0,73.0,55.0,49.0,31.0,67.0
6509,9798,Reading,2012-02-22,49.0,49.0,46.0,58.0,56.0,49.0,51.0,45.0
6509,9798,Reading,2013-09-20,49.0,61.0,55.0,58.0,37.0,39.0,44.0,52.0
6509,9798,Reading,2014-09-19,44.0,72.0,71.0,39.0,37.0,58.0,52.0,52.0
6509,9798,Reading,2015-09-10,44.0,64.0,62.0,65.0,42.0,51.0,47.0,52.0
7261,9826,Crystal Palace,2010-02-22,70.0,70.0,70.0,70.0,65.0,65.0,60.0,60.0
7261,9826,Crystal Palace,2011-02-22,53.0,54.0,69.0,48.0,52.0,48.0,43.0,33.0
7261,9826,Crystal Palace,2012-02-22,43.0,46.0,69.0,66.0,47.0,44.0,27.0,53.0
7261,9826,Crystal Palace,2013-09-20,52.0,47.0,69.0,66.0,47.0,36.0,33.0,53.0
7261,9826,Crystal Palace,2014-09-19,61.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0
7261,9826,Crystal Palace,2015-09-10,61.0,67.0,67.0,69.0,50.0,36.0,34.0,41.0
7276,8344,Cardiff City,2010-02-22,65.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
7276,8344,Cardiff City,2011-02-22,67.0,49.0,67.0,67.0,48.0,46.0,47.0,53.0
7276,8344,Cardiff City,2012-02-22,60.0,64.0,54.0,46.0,54.0,47.0,43.0,56.0
7276,8344,Cardiff City,2013-09-20,60.0,69.0,54.0,59.0,62.0,47.0,43.0,56.0
7276,8344,Cardiff City,2014-09-19,60.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0
7276,8344,Cardiff City,2015-09-10,60.0,67.0,52.0,56.0,46.0,33.0,41.0,39.0
8021,8197,Leicester City,2010-02-22,70.0,70.0,70.0,70.0,45.0,70.0,70.0,70.0
8021,8197,Leicester City,2011-02-22,36.0,52.0,36.0,52.0,52.0,51.0,34.0,48.0
8021,8197,Leicester City,2012-02-22,45.0,48.0,48.0,56.0,56.0,48.0,52.0,54.0
8021,8197,Leicester City,2013-09-20,45.0,48.0,48.0,56.0,56.0,48.0,52.0,54.0
8021,8197,Leicester City,2014-09-19,63.0,48.0,47.0,62.0,69.0,58.0,62.0,54.0
8021,8197,Leicester City,2015-09-10,63.0,60.0,47.0,64.0,46.0,58.0,65.0,55.0
8779,8678,Bournemouth,2010-02-22,70.0,70.0,70.0,70.0,60.0,70.0,70.0,70.0
8779,8678,Bournemouth,2011-02-22,51.0,66.0,68.0,33.0,47.0,27.0,46.0,48.0
8779,8678,Bournemouth,2012-02-22,46.0,46.0,54.0,60.0,52.0,48.0,50.0,62.0
8779,8678,Bournemouth,2013-09-20,39.0,38.0,54.0,43.0,52.0,48.0,50.0,62.0
8779,8678,Bournemouth,2014-09-19,47.0,48.0,46.0,48.0,41.0,48.0,50.0,62.0
8779,8678,Bournemouth,2015-09-10,47.0,47.0,49.0,45.0,47.0,48.0,50.0,62.0
8784,9817,Watford,2010-02-22,70.0,70.0,70.0,70.0,65.0,70.0,70.0,65.0
8784,9817,Watford,2011-02-22,64.0,53.0,67.0,67.0,48.0,44.0,47.0,66.0
8784,9817,Watford,2012-02-22,66.0,66.0,45.0,60.0,60.0,48.0,50.0,45.0
8784,9817,Watford,2013-09-20,67.0,45.0,45.0,38.0,53.0,38.0,52.0,45.0
8784,9817,Watford,2014-09-19,61.0,56.0,54.0,44.0,55.0,38.0,52.0,45.0
8784,9817,Watford,2015-09-10,61.0,52.0,54.0,42.0,45.0,38.0,52.0,45.0
9537,8583,AJ Auxerre,2010-02-22,30.0,70.0,35.0,65.0,35.0,30.0,55.0,30.0
9537,8583,AJ Auxerre,2011-02-22,35.0,65.0,35.0,65.0,50.0,35.0,45.0,65.0
9537,8583,AJ Auxerre,2012-02-22,64.0,49.0,51.0,63.0,50.0,34.0,45.0,36.0
9537,8583,AJ Auxerre,2013-09-20,64.0,49.0,51.0,63.0,50.0,34.0,45.0,41.0
9537,8583,AJ Auxerre,2014-09-19,64.0,49.0,51.0,63.0,50.0,34.0,45.0,36.0
9537,8583,AJ Auxerre,2015-09-10,64.0,49.0,51.0,63.0,50.0,34.0,45.0,40.0
9538,9830,FC Nantes,2010-02-22,55.0,35.0,60.0,65.0,35.0,30.0,45.0,30.0
9538,9830,FC Nantes,2011-02-22,50.0,50.0,35.0,50.0,35.0,45.0,55.0,50.0
9538,9830,FC Nantes,2012-02-22,46.0,51.0,52.0,34.0,49.0,47.0,43.0,50.0
9538,9830,FC Nantes,2013-09-20,46.0,51.0,52.0,44.0,49.0,47.0,51.0,54.0
9538,9830,FC Nantes,2014-09-19,63.0,48.0,52.0,55.0,49.0,47.0,51.0,54.0
9538,9830,FC Nantes,2015-09-10,63.0,56.0,52.0,55.0,46.0,39.0,41.0,52.0
9539,9827,Girondins de Bordeaux,2010-02-22,70.0,35.0,70.0,50.0,70.0,55.0,70.0,70.0
9539,9827,Girondins de Bordeaux,2011-02-22,50.0,35.0,50.0,65.0,65.0,55.0,45.0,65.0
9539,9827,Girondins de Bordeaux,2012-02-22,49.0,37.0,49.0,64.0,51.0,44.0,46.0,49.0
9539,9827,Girondins de Bordeaux,2013-09-20,49.0,37.0,49.0,64.0,51.0,44.0,46.0,49.0
9539,9827,Girondins de Bordeaux,2014-09-19,38.0,36.0,49.0,55.0,51.0,37.0,33.0,49.0
9539,9827,Girondins de Bordeaux,2015-09-10,51.0,48.0,49.0,63.0,44.0,57.0,52.0,49.0
9540,7819,SM Caen,2010-02-22,65.0,30.0,50.0,65.0,40.0,70.0,65.0,70.0
9540,7819,SM Caen,2011-02-22,65.0,35.0,35.0,65.0,65.0,55.0,45.0,65.0
9540,7819,SM Caen,2012-02-22,48.0,52.0,48.0,54.0,53.0,47.0,45.0,51.0
9540,7819,SM Caen,2013-09-20,48.0,52.0,48.0,54.0,53.0,47.0,45.0,51.0
9540,7819,SM Caen,2014-09-19,62.0,45.0,48.0,54.0,53.0,43.0,42.0,51.0
9540,7819,SM Caen,2015-09-10,62.0,45.0,48.0,54.0,53.0,43.0,42.0,51.0
9541,9746,Le Havre AC,2010-02-22,55.0,45.0,40.0,50.0,65.0,30.0,70.0,30.0
9541,9746,Le Havre AC,2011-02-22,50.0,50.0,65.0,50.0,65.0,45.0,45.0,65.0
9541,9746,Le Havre AC,2012-02-22,46.0,52.0,49.0,54.0,52.0,47.0,55.0,66.0
9541,9746,Le Havre AC,2013-09-20,46.0,52.0,49.0,54.0,52.0,47.0,55.0,52.0
9541,9746,Le Havre AC,2014-09-19,46.0,52.0,49.0,54.0,52.0,47.0,55.0,52.0
9541,9746,Le Havre AC,2015-09-10,46.0,52.0,49.0,54.0,52.0,47.0,55.0,52.0
9542,9831,OGC Nice,2010-02-22,70.0,70.0,60.0,30.0,65.0,70.0,70.0,70.0
9542,9831,OGC Nice,2011-02-22,50.0,50.0,50.0,50.0,65.0,45.0,45.0,35.0
9542,9831,OGC Nice,2012-02-22,48.0,66.0,49.0,51.0,34.0,26.0,47.0,64.0
9542,9831,OGC Nice,2013-09-20,48.0,66.0,49.0,66.0,34.0,56.0,47.0,64.0
9542,9831,OGC Nice,2014-09-19,48.0,66.0,49.0,66.0,34.0,56.0,47.0,64.0
9542,9831,OGC Nice,2015-09-10,48.0,53.0,49.0,66.0,38.0,57.0,47.0,61.0
9543,8682,Le Mans FC,2010-02-22,70.0,45.0,65.0,60.0,65.0,70.0,60.0,70.0
9543,8682,Le Mans FC,2011-02-22,65.0,50.0,65.0,65.0,65.0,60.0,55.0,35.0
9543,8682,Le Mans FC,2012-02-22,58.0,47.0,49.0,68.0,50.0,47.0,44.0,51.0
9543,8682,Le Mans FC,2013-09-20,58.0,47.0,49.0,68.0,50.0,47.0,44.0,51.0
9544,8689,FC Lorient,2010-02-22,45.0,70.0,30.0,50.0,40.0,70.0,60.0,70.0
9544,8689,FC Lorient,2011-02-22,35.0,35.0,80.0,50.0,50.0,55.0,35.0,65.0
9544,8689,FC Lorient,2012-02-22,60.0,42.0,48.0,53.0,64.0,43.0,47.0,48.0
9544,8689,FC Lorient,2013-09-20,60.0,42.0,48.0,53.0,64.0,43.0,47.0,48.0
9544,8689,FC Lorient,2014-09-19,60.0,42.0,48.0,53.0,64.0,43.0,47.0,48.0
9544,8689,FC Lorient,2015-09-10,57.0,50.0,48.0,53.0,46.0,51.0,56.0,55.0
9545,9748,Olympique Lyonnais,2010-02-22,60.0,40.0,70.0,45.0,70.0,70.0,60.0,70.0
9545,9748,Olympique Lyonnais,2011-02-22,65.0,50.0,50.0,50.0,80.0,45.0,45.0,65.0
9545,9748,Olympique Lyonnais,2012-02-22,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0
9545,9748,Olympique Lyonnais,2013-09-20,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0
9545,9748,Olympique Lyonnais,2014-09-19,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0
9545,9748,Olympique Lyonnais,2015-09-10,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0
9546,9941,Toulouse FC,2010-02-22,35.0,70.0,45.0,70.0,35.0,30.0,45.0,30.0
9546,9941,Toulouse FC,2011-02-22,65.0,50.0,50.0,50.0,65.0,35.0,55.0,50.0
9546,9941,Toulouse FC,2012-02-22,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0
9546,9941,Toulouse FC,2013-09-20,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0
9546,9941,Toulouse FC,2014-09-19,49.0,53.0,52.0,34.0,57.0,36.0,52.0,49.0
9546,9941,Toulouse FC,2015-09-10,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0
9547,9829,AS Monaco,2010-02-22,35.0,55.0,65.0,55.0,45.0,70.0,65.0,70.0
9547,9829,AS Monaco,2011-02-22,65.0,50.0,65.0,35.0,50.0,35.0,55.0,50.0
9547,9829,AS Monaco,2012-02-22,52.0,48.0,37.0,37.0,37.0,35.0,34.0,51.0
9547,9829,AS Monaco,2013-09-20,52.0,48.0,37.0,37.0,37.0,35.0,34.0,51.0
9547,9829,AS Monaco,2014-09-19,52.0,48.0,37.0,37.0,37.0,35.0,34.0,51.0
9547,9829,AS Monaco,2015-09-10,52.0,43.0,54.0,56.0,23.0,56.0,62.0,51.0
9548,9847,Paris Saint-Germain,2010-02-22,50.0,65.0,40.0,65.0,55.0,70.0,70.0,70.0
9548,9847,Paris Saint-Germain,2011-02-22,35.0,35.0,35.0,35.0,50.0,45.0,55.0,65.0
9548,9847,Paris Saint-Germain,2012-02-22,49.0,41.0,62.0,52.0,60.0,49.0,46.0,52.0
9548,9847,Paris Saint-Germain,2013-09-20,49.0,41.0,62.0,52.0,60.0,49.0,46.0,52.0
9548,9847,Paris Saint-Germain,2014-09-19,49.0,55.0,62.0,61.0,68.0,57.0,53.0,56.0
9548,9847,Paris Saint-Germain,2015-09-10,49.0,34.0,62.0,61.0,35.0,57.0,53.0,56.0
9549,8481,AS Nancy-Lorraine,2010-02-22,65.0,40.0,60.0,70.0,30.0,70.0,70.0,70.0
9549,8481,AS Nancy-Lorraine,2011-02-22,35.0,35.0,35.0,65.0,35.0,35.0,55.0,50.0
9549,8481,AS Nancy-Lorraine,2012-02-22,49.0,49.0,52.0,53.0,67.0,43.0,46.0,50.0
9549,8481,AS Nancy-Lorraine,2013-09-20,49.0,49.0,52.0,53.0,67.0,43.0,46.0,50.0
9549,8481,AS Nancy-Lorraine,2014-09-19,49.0,49.0,52.0,53.0,67.0,43.0,46.0,50.0
9549,8481,AS Nancy-Lorraine,2015-09-10,49.0,49.0,52.0,53.0,67.0,43.0,46.0,50.0
9550,8639,LOSC Lille,2010-02-22,70.0,60.0,50.0,45.0,55.0,55.0,70.0,55.0
9550,8639,LOSC Lille,2011-02-22,65.0,65.0,50.0,80.0,50.0,55.0,55.0,35.0
9550,8639,LOSC Lille,2012-02-22,34.0,23.0,63.0,52.0,49.0,58.0,56.0,48.0
9550,8639,LOSC Lille,2013-09-20,34.0,42.0,63.0,52.0,49.0,47.0,42.0,48.0
9550,8639,LOSC Lille,2014-09-19,45.0,42.0,68.0,52.0,49.0,59.0,42.0,48.0
9550,8639,LOSC Lille,2015-09-10,45.0,43.0,68.0,52.0,64.0,59.0,42.0,48.0
9551,9851,Stade Rennais FC,2010-02-22,50.0,45.0,70.0,60.0,60.0,70.0,70.0,70.0
9551,9851,Stade Rennais FC,2011-02-22,65.0,35.0,65.0,65.0,65.0,55.0,45.0,65.0
9551,9851,Stade Rennais FC,2012-02-22,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0
9551,9851,Stade Rennais FC,2013-09-20,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0
9551,9851,Stade Rennais FC,2014-09-19,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0
9551,9851,Stade Rennais FC,2015-09-10,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0
9552,8592,Olympique de Marseille,2010-02-22,55.0,45.0,70.0,65.0,70.0,65.0,70.0,65.0
9552,8592,Olympique de Marseille,2011-02-22,65.0,35.0,65.0,65.0,80.0,55.0,55.0,65.0
9552,8592,Olympique de Marseille,2012-02-22,48.0,50.0,49.0,51.0,48.0,44.0,48.0,51.0
9552,8592,Olympique de Marseille,2013-09-20,48.0,50.0,49.0,77.0,64.0,44.0,48.0,54.0
9552,8592,Olympique de Marseille,2014-09-19,51.0,50.0,49.0,69.0,68.0,48.0,48.0,60.0
9552,8592,Olympique de Marseille,2015-09-10,51.0,41.0,49.0,69.0,31.0,48.0,48.0,60.0
9553,9874,FC Sochaux-Montbéliard,2010-02-22,66.0,70.0,35.0,40.0,50.0,65.0,30.0,65.0
9553,9874,FC Sochaux-Montbéliard,2011-02-22,50.0,50.0,35.0,65.0,35.0,45.0,55.0,65.0
9553,9874,FC Sochaux-Montbéliard,2012-02-22,63.0,39.0,63.0,72.0,49.0,54.0,43.0,49.0
9553,9874,FC Sochaux-Montbéliard,2013-09-20,63.0,39.0,63.0,64.0,49.0,54.0,43.0,49.0
9553,9874,FC Sochaux-Montbéliard,2014-09-19,63.0,39.0,63.0,64.0,49.0,54.0,43.0,49.0
9553,9874,FC Sochaux-Montbéliard,2015-09-10,63.0,39.0,63.0,64.0,49.0,54.0,43.0,49.0
9554,9855,Grenoble Foot 38,2010-02-22,70.0,70.0,65.0,60.0,70.0,70.0,55.0,70.0
9554,9855,Grenoble Foot 38,2011-02-22,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
9555,9873,Valenciennes FC,2010-02-22,60.0,70.0,50.0,60.0,60.0,30.0,55.0,30.0
9555,9873,Valenciennes FC,2011-02-22,65.0,50.0,50.0,65.0,50.0,45.0,45.0,65.0
9555,9873,Valenciennes FC,2012-02-22,49.0,50.0,51.0,60.0,61.0,43.0,57.0,51.0
9555,9873,Valenciennes FC,2013-09-20,49.0,50.0,51.0,76.0,61.0,43.0,57.0,51.0
9555,9873,Valenciennes FC,2014-09-19,49.0,52.0,51.0,67.0,56.0,47.0,51.0,46.0
9555,9873,Valenciennes FC,2015-09-10,49.0,52.0,51.0,67.0,56.0,47.0,51.0,46.0
9556,9853,AS Saint-Étienne,2010-02-22,65.0,65.0,55.0,60.0,60.0,30.0,30.0,30.0
9556,9853,AS Saint-Étienne,2011-02-22,65.0,35.0,35.0,65.0,65.0,35.0,45.0,65.0
9556,9853,AS Saint-Étienne,2012-02-22,49.0,52.0,48.0,52.0,52.0,35.0,44.0,50.0
9556,9853,AS Saint-Étienne,2013-09-20,49.0,52.0,48.0,52.0,52.0,35.0,44.0,50.0
9556,9853,AS Saint-Étienne,2014-09-19,58.0,52.0,48.0,52.0,52.0,35.0,44.0,50.0
9556,9853,AS Saint-Étienne,2015-09-10,58.0,52.0,48.0,64.0,52.0,48.0,51.0,49.0
10300,8588,RC Lens,2010-02-22,30.0,30.0,60.0,50.0,70.0,70.0,60.0,70.0
10300,8588,RC Lens,2011-02-22,65.0,50.0,50.0,65.0,65.0,45.0,55.0,50.0
10300,8588,RC Lens,2012-02-22,64.0,49.0,49.0,53.0,34.0,46.0,44.0,49.0
10300,8588,RC Lens,2013-09-20,64.0,49.0,49.0,53.0,37.0,42.0,44.0,49.0
10300,8588,RC Lens,2014-09-19,64.0,49.0,49.0,53.0,34.0,46.0,44.0,49.0
10300,8588,RC Lens,2015-09-10,64.0,50.0,49.0,53.0,46.0,46.0,44.0,49.0
10309,10249,Montpellier Hérault SC,2010-02-22,35.0,35.0,55.0,35.0,70.0,70.0,70.0,70.0
10309,10249,Montpellier Hérault SC,2011-02-22,50.0,50.0,35.0,50.0,50.0,35.0,55.0,65.0
10309,10249,Montpellier Hérault SC,2012-02-22,52.0,47.0,48.0,49.0,52.0,34.0,43.0,37.0
10309,10249,Montpellier Hérault SC,2013-09-20,52.0,47.0,48.0,49.0,52.0,34.0,43.0,37.0
10309,10249,Montpellier Hérault SC,2014-09-19,52.0,47.0,48.0,49.0,52.0,53.0,56.0,48.0
10309,10249,Montpellier Hérault SC,2015-09-10,54.0,65.0,48.0,49.0,45.0,53.0,56.0,48.0
10312,4170,US Boulogne Cote D'Opale,2010-02-22,45.0,30.0,35.0,55.0,60.0,70.0,60.0,70.0
10312,4170,US Boulogne Cote D'Opale,2011-02-22,50.0,35.0,35.0,65.0,65.0,35.0,55.0,65.0
10312,4170,US Boulogne Cote D'Opale,2012-02-22,49.0,37.0,47.0,57.0,50.0,45.0,44.0,66.0
11074,108893,AC Arles-Avignon,2010-02-22,50.0,65.0,30.0,35.0,30.0,30.0,50.0,35.0
11074,108893,AC Arles-Avignon,2011-02-22,50.0,65.0,35.0,35.0,35.0,25.0,45.0,35.0
11074,108893,AC Arles-Avignon,2012-02-22,23.0,33.0,49.0,40.0,43.0,44.0,32.0,36.0
11074,108893,AC Arles-Avignon,2013-09-20,41.0,48.0,58.0,40.0,43.0,39.0,43.0,58.0
11074,108893,AC Arles-Avignon,2014-09-19,39.0,54.0,49.0,40.0,43.0,44.0,53.0,57.0
11074,108893,AC Arles-Avignon,2015-09-10,56.0,54.0,55.0,40.0,43.0,48.0,53.0,57.0
11076,8521,Stade Brestois 29,2010-02-22,50.0,40.0,30.0,40.0,60.0,70.0,70.0,70.0
11076,8521,Stade Brestois 29,2011-02-22,65.0,35.0,50.0,65.0,50.0,55.0,45.0,65.0
11076,8521,Stade Brestois 29,2012-02-22,64.0,62.0,49.0,53.0,66.0,44.0,34.0,51.0
11076,8521,Stade Brestois 29,2013-09-20,59.0,54.0,49.0,53.0,66.0,44.0,34.0,51.0
11076,8521,Stade Brestois 29,2014-09-19,59.0,54.0,49.0,53.0,66.0,44.0,34.0,51.0
11076,8521,Stade Brestois 29,2015-09-10,59.0,54.0,49.0,53.0,66.0,44.0,34.0,51.0
11817,8576,AC Ajaccio,2010-02-22,60.0,40.0,45.0,35.0,55.0,30.0,70.0,30.0
11817,8576,AC Ajaccio,2011-02-22,65.0,45.0,65.0,65.0,50.0,45.0,45.0,50.0
11817,8576,AC Ajaccio,2012-02-22,59.0,52.0,48.0,34.0,52.0,38.0,47.0,53.0
11817,8576,AC Ajaccio,2013-09-20,59.0,52.0,48.0,34.0,52.0,38.0,47.0,53.0
11817,8576,AC Ajaccio,2014-09-19,59.0,52.0,48.0,38.0,52.0,38.0,47.0,53.0
11817,8576,AC Ajaccio,2015-09-10,59.0,52.0,48.0,38.0,52.0,38.0,47.0,53.0
11822,4087,Évian Thonon Gaillard FC,2011-02-22,35.0,65.0,50.0,65.0,65.0,45.0,55.0,65.0
11822,4087,Évian Thonon Gaillard FC,2012-02-22,53.0,44.0,52.0,52.0,64.0,47.0,56.0,50.0
11822,4087,Évian Thonon Gaillard FC,2013-09-20,53.0,44.0,52.0,52.0,64.0,47.0,56.0,50.0
11822,4087,Évian Thonon Gaillard FC,2014-09-19,61.0,44.0,52.0,61.0,48.0,47.0,56.0,50.0
11822,4087,Évian Thonon Gaillard FC,2015-09-10,58.0,56.0,52.0,61.0,51.0,47.0,43.0,50.0
11825,9836,Dijon FCO,2010-02-22,55.0,40.0,40.0,40.0,55.0,30.0,60.0,30.0
11825,9836,Dijon FCO,2011-02-22,65.0,50.0,50.0,65.0,50.0,35.0,45.0,50.0
11825,9836,Dijon FCO,2012-02-22,51.0,49.0,49.0,52.0,52.0,45.0,46.0,58.0
11825,9836,Dijon FCO,2013-09-20,51.0,49.0,49.0,52.0,52.0,45.0,46.0,58.0
11825,9836,Dijon FCO,2014-09-19,51.0,49.0,49.0,52.0,52.0,45.0,46.0,58.0
11825,9836,Dijon FCO,2015-09-10,51.0,49.0,49.0,52.0,52.0,45.0,46.0,58.0
12587,9837,Stade de Reims,2011-02-22,35.0,50.0,65.0,50.0,50.0,45.0,45.0,50.0
12587,9837,Stade de Reims,2012-02-22,61.0,48.0,48.0,52.0,50.0,33.0,44.0,50.0
12587,9837,Stade de Reims,2013-09-20,61.0,48.0,48.0,52.0,50.0,33.0,44.0,50.0
12587,9837,Stade de Reims,2014-09-19,48.0,48.0,48.0,52.0,50.0,33.0,44.0,50.0
12587,9837,Stade de Reims,2015-09-10,48.0,49.0,48.0,52.0,58.0,33.0,44.0,50.0
12594,7794,SC Bastia,2010-02-22,40.0,45.0,50.0,35.0,55.0,70.0,70.0,70.0
12594,7794,SC Bastia,2012-02-22,50.0,50.0,50.0,51.0,49.0,44.0,45.0,50.0
12594,7794,SC Bastia,2013-09-20,50.0,50.0,50.0,51.0,49.0,44.0,45.0,50.0
12594,7794,SC Bastia,2014-09-19,67.0,43.0,56.0,51.0,49.0,39.0,47.0,48.0
12594,7794,SC Bastia,2015-09-10,61.0,52.0,56.0,51.0,49.0,44.0,55.0,48.0
12595,10242,ES Troyes AC,2011-02-22,35.0,50.0,50.0,50.0,35.0,45.0,45.0,50.0
12595,10242,ES Troyes AC,2012-02-22,49.0,51.0,52.0,49.0,49.0,43.0,42.0,52.0
12595,10242,ES Troyes AC,2013-09-20,49.0,51.0,52.0,49.0,49.0,43.0,42.0,52.0
12595,10242,ES Troyes AC,2014-09-19,49.0,51.0,52.0,49.0,46.0,43.0,42.0,52.0
12595,10242,ES Troyes AC,2015-09-10,49.0,51.0,52.0,49.0,46.0,43.0,42.0,52.0
13343,9747,En Avant de Guingamp,2010-02-22,35.0,30.0,45.0,55.0,70.0,30.0,65.0,30.0
13343,9747,En Avant de Guingamp,2012-02-22,52.0,48.0,53.0,49.0,48.0,33.0,43.0,49.0
13343,9747,En Avant de Guingamp,2013-09-20,52.0,48.0,53.0,49.0,59.0,46.0,43.0,49.0
13343,9747,En Avant de Guingamp,2014-09-19,63.0,48.0,53.0,49.0,48.0,43.0,47.0,49.0
13343,9747,En Avant de Guingamp,2015-09-10,63.0,58.0,42.0,56.0,36.0,49.0,47.0,49.0
14106,8550,FC Metz,2010-02-22,50.0,30.0,50.0,60.0,65.0,30.0,50.0,30.0
14106,8550,FC Metz,2011-02-22,65.0,65.0,35.0,65.0,50.0,35.0,35.0,65.0
14106,8550,FC Metz,2012-02-22,50.0,49.0,49.0,54.0,53.0,46.0,47.0,50.0
14106,8550,FC Metz,2014-09-19,55.0,49.0,49.0,54.0,53.0,46.0,54.0,50.0
14106,8550,FC Metz,2015-09-10,55.0,49.0,46.0,54.0,53.0,39.0,46.0,42.0
14868,8121,Angers SCO,2010-02-22,45.0,35.0,35.0,50.0,60.0,30.0,55.0,30.0
14868,8121,Angers SCO,2011-02-22,65.0,50.0,50.0,65.0,65.0,45.0,45.0,50.0
14868,8121,Angers SCO,2012-02-22,50.0,50.0,52.0,52.0,48.0,44.0,44.0,51.0
14868,8121,Angers SCO,2013-09-20,50.0,50.0,52.0,52.0,48.0,44.0,44.0,51.0
14868,8121,Angers SCO,2014-09-19,48.0,50.0,40.0,52.0,48.0,44.0,44.0,51.0
14868,8121,Angers SCO,2015-09-10,48.0,50.0,40.0,52.0,48.0,44.0,44.0,51.0
14876,6391,GFC Ajaccio,2013-09-20,61.0,52.0,55.0,66.0,58.0,47.0,46.0,53.0
14876,6391,GFC Ajaccio,2015-09-10,48.0,52.0,55.0,53.0,55.0,42.0,46.0,53.0
15617,9823,FC Bayern Munich,2010-02-22,65.0,40.0,65.0,70.0,70.0,70.0,40.0,65.0
15617,9823,FC Bayern Munich,2011-02-22,42.0,40.0,34.0,30.0,72.0,39.0,52.0,65.0
15617,9823,FC Bayern Munich,2012-02-22,47.0,40.0,34.0,31.0,55.0,49.0,35.0,50.0
15617,9823,FC Bayern Munich,2013-09-20,56.0,41.0,40.0,44.0,39.0,52.0,54.0,52.0
15617,9823,FC Bayern Munich,2014-09-19,37.0,22.0,21.0,38.0,40.0,61.0,59.0,40.0
15617,9823,FC Bayern Munich,2015-09-10,45.0,28.0,37.0,31.0,22.0,72.0,53.0,59.0
15618,9790,Hamburger SV,2010-02-22,70.0,60.0,70.0,60.0,70.0,70.0,45.0,60.0
15618,9790,Hamburger SV,2011-02-22,52.0,29.0,61.0,58.0,54.0,60.0,55.0,52.0
15618,9790,Hamburger SV,2012-02-22,46.0,40.0,60.0,55.0,39.0,55.0,47.0,48.0
15618,9790,Hamburger SV,2013-09-20,34.0,38.0,34.0,59.0,48.0,45.0,35.0,58.0
15618,9790,Hamburger SV,2014-09-19,45.0,58.0,60.0,73.0,62.0,45.0,32.0,63.0
15618,9790,Hamburger SV,2015-09-10,42.0,52.0,62.0,58.0,47.0,44.0,41.0,49.0
15619,8178,Bayer 04 Leverkusen,2010-02-22,70.0,30.0,70.0,70.0,70.0,70.0,60.0,70.0
15619,8178,Bayer 04 Leverkusen,2011-02-22,67.0,38.0,51.0,47.0,55.0,57.0,39.0,51.0
15619,8178,Bayer 04 Leverkusen,2012-02-22,58.0,55.0,52.0,55.0,56.0,50.0,42.0,47.0
15619,8178,Bayer 04 Leverkusen,2013-09-20,64.0,55.0,52.0,54.0,37.0,58.0,38.0,47.0
15619,8178,Bayer 04 Leverkusen,2014-09-19,69.0,55.0,52.0,55.0,39.0,50.0,46.0,54.0
15619,8178,Bayer 04 Leverkusen,2015-09-10,73.0,55.0,77.0,54.0,61.0,61.0,72.0,50.0
15620,9789,Borussia Dortmund,2010-02-22,70.0,45.0,70.0,34.0,66.0,54.0,70.0,53.0
15620,9789,Borussia Dortmund,2011-02-22,73.0,43.0,60.0,53.0,64.0,59.0,67.0,46.0
15620,9789,Borussia Dortmund,2012-02-22,71.0,45.0,67.0,44.0,70.0,58.0,69.0,46.0
15620,9789,Borussia Dortmund,2013-09-20,74.0,45.0,70.0,48.0,76.0,60.0,70.0,48.0
15620,9789,Borussia Dortmund,2014-09-19,76.0,61.0,53.0,44.0,73.0,60.0,68.0,43.0
15620,9789,Borussia Dortmund,2015-09-10,71.0,40.0,70.0,44.0,49.0,65.0,71.0,40.0
15621,10189,FC Schalke 04,2010-02-22,65.0,55.0,55.0,70.0,70.0,70.0,45.0,70.0
